description_text,workplace_address_city,driving_license_required,employment_type_label,working_hours_type_label
"Leg.receptarie till Apoteket Orion Stockholm/Täby  Deltid ca 30 timmar/vecka.Ev Heltid.Tillträde 2006-09-01.Vi söker dig, legitimerad receptarie, som sätter kunden i centrum och som trivs med apoteksarbetet på det lite mindre apoteket   Din roll på Apoteket är i receptexpeditionsarbetet, framförallt i direktreceptservice men även i utökad service.Befattningen är en deltidsbefattning.Eventuellt kan tid upp till heltid erbjudas på annat apotek inom Apoteksområdet.Apoteket Orion, med fem medarbetare, är ett mindre vårdcentralsapotek, beläget vid Täby närsjukhus.Apoteket tillhör Apoteksområde Nordost, Region Stockholm, Kundkanal samhälle.Apoteksområdet består av totalt sex apotek i kommunerna Österåker, Vaxholm, Täby och Vallentuna.Vi är ca 40 medarbetare.",Stockholm,No,,Heltid/Deltid
"Vi söker nu ytterligare några semestervikarier till larm och nattpatrullen.   Om HSB Omsorg HSB Omsorg AB är ett företag med mångårig erfarenhet av vård och omsorg och ägs av HSB Stockholm.HSB Omsorg arbetar med hemtjänst, hushållsnära tjänster, äldreboenden, bovärdinnor, korttidsvård utomlands, volontärer samt larm och nattpatrullverksamhet.Vi är i dag verksamma i Täby, Danderyd, Järfälla, Haninge, Huddinge, Sollentuna, Solna, Österåker och Stockholms stad.HSB Omsorg arbetar för att alla ska känna trygghet i boendet.Därför anpassar vi våra tjänster efter våra kunders behov, krav och förväntningar.HSB Omsorg tillhör den kooperativa HSB rörelsen och har varit verksamma sedan 1993.Våra nyckelvärderingar är hederlighet, öppenhet, socialt ansvar och omsorg om andra.Vår belöning är nöjda kunder.Larm och Nattpatrullen i Täby, ansvarar för att besvara alla trygghetslarm samt all hemtjänst nattetid i hela Täbykommunen.Nu söker vi ytterligare några semstervikarier /timvikarier till larmpatrullen framför allt dag, kväll och helg.   Våra krav är att du har vårdutbildning och/eller erfarenhet av vårdarbete.Du ska behärska det svenska språket väl i både tal och skrift.Vi lägger stor vikt vid personlig lämplighet.B-körkort krävs.   Sista ansökningsdag 2006-06-15 Märk ansökan med ""sommarvikariat larmpatrullen""   Välkommen med ansökan bestående av personligt brev och CV.   ",TÄBY,No,,Heltid
"VÅR SPECIALFÖRSKOLA SÖKER EN BARNSKÖTARE/FÖRSKOLLÄRARE.  Du kommer att arbeta i ett team med tydliggörande pedagogik, i en liten barngrupp. Du ska vara med att utforma och arbeta efter barnens individuella pedagogiska planer. I utvecklingsplanen utgår vi från barnets utvecklingsnivå, behov och möjlighet.  Handledning, mötes- och planeringstid ingår i tjänstgöringstiden.   Kvalifikationer: Barnskötar utbildning eller Förskollärar examen.   Erfarenhet av: Barn med utvecklingsstörning och olika tilläggshandikapp tex. autism eller fysiska funktionshinder. Tydliggörande pedagogoik, KBT (beteeende terapi) och kunskap i alternativ kommunikation är meriterande. Erfarenhet av att arbeta med barn med utvecklingsstörning och olika tilläggshandikapp tex. autism eller fysiska funktionshinder är meriterande.   Vi utgår från att du har en  positiv människosyn, ansvarskänsla samt lätt för att samarbeta.   Beskrivning av företaget: Tamburinen Omsorg AB bedriver omsorg för barn och ungdomar med utvecklingsstörning och olika tilläggshandikapp bla autism.  Inom företaget finns det en Specialförskola, ett Korttidshem och två Barn- och ungdomsboenden.",TÄBY,No,,Deltid
"PERSONLIG ASSISTENT må-fr hos kvinna i Täby;   Jag är en 49-årig kvinna med muskelsjukdom.Just nu söker jag en eller flera personliga assistenter som kan arbeta en heltid och en timanställd enligt varierande schema som innefattar kvällar och helger   Mina intressen är många och jag tycker framför allt att sysslor som rör hemmet är väldigt trevligt.Eftersom jag har hus och trädgård behöver jag naturligtvis hjälp att sköta om även detta, därför är det ett plus om du, liksom jag, tycker att det är kul.Du bör även tycka om hundar och kunna ta ansvar för dessa, vara rökfri och ha körkort.I övrigt behöver jag hjälp med det mesta i min vardag och vi kommer göra många trevliga saker tillsammans, allt från shopping till middagar och andra evenemang.Beskriver andra människor dig som en serviceinriktad, alert, positiv, ansvarsfull och social person så har du rätt egenskaper för att arbeta hos mig.   Timlön.Avtal enligt KFS-SKAF",STOCKHOLM,No,,Heltid/Deltid
Sector Alarm AB expanderar kraftigt för tillfället och söker nu en ny installatör till det nyöppnade kontoret i Täby.   Sector Alarm AB är ett av nordens största företag inom bostadslarm med lokalkontor på ett 30-tal orter runt om i landet. Vi erbjuder bostadslarm inkluderande väktartjänst och automatisk koppling till SOS Alarm.   Vi söker nu en ny installatör för omedelbar anställning inom företaget. Tidigare erfarenheter inom telefoni eller elektronik är meriterande men inte nödvändiga. Skicka din ansökan omgående!,Göteborg,No,,Heltid
"                 Vi söker pedagoger till hösten 2006.Lärare i musik ,med alternativ kombination + svenska/so eller ma/no år 1-7, låg-mellanstadielärare  eller annan kombination.Tjänsterna är heltid 40 tim/vecka eller deltid, semestertjänster visstid och/eller vikariat.Tillträde 14 augusti 2006.   Kristinaskolan är en heldagsskola med fritidstillsyn som omfattar förskoleklass tom år 9 (10) grundskola och grundsärskola.Vi vänder oss främst till elever med  tal/språk-störning, högfungerande  autismspektrumstörning eller Asperger syndrom och liknande svårigheter.   Undervisningen sker både i små grupper  och individuellt utifrån individuella studieplaner /IUP).Musik är en del i vår specialpedagogiska profil.Vi arbetar i team; lärare, specialpedagoger, förskollärare och barnskötare/assistenter.I tal/språkklasserna även logoped.Teamet har ett ""levande"" pedagogiskt samtal, handledning, fortbildning, subventionerad friskvård och arbetskläder.   Vi arbetar med tydliggörande pedagogik och vid behov även med  beteendeterapi genom ABA (KBT).     Vi finns i tre olika kommundelar i Täby med närhet till goda kommunikationer.    Erfarenhet av liknande verksamhet är en merit men inte ett krav.Ett krav är istället att Du är intresserad och ärlig, har goda personliga egenskaper;  en positiv framtoning, samarbetsförmåga-  förmåga, ödmjukhet och en lämplighet för detta arbete.      Din ansökan med meritförteckning och uppgift om  referens-personer  vill vi ha snarast och senast  den 7 juli 2006 till ovanstående mailadress eller till  Kristinaskolan, Box 2029, 183 02 Täby.",TÄBY,No,,Heltid/Deltid
"Kontorab är en av landets mest kompletta kontorsvaruhus kedjor med allt från kontorsmaterial, datatillbehör till maskin  och IT-lösningar. För närvarande har vi 17 kontorsvaruhus i  Mellansverige med HK och centrallager i Norrköping.   Vi expanderar och söker fältsäljare som skall marknadsföra Kontorabs totala koncept med tyngdpunkt på kontorsmaterial, datatillbehör och profil- & presentreklamprodukter till såväl små som stora företag, industri, kommuner och statliga förvaltningar i Täby med omnejd.   Som säljare hos oss har du goda förtjänst och karriärs  möjligheter då vi jobbar inom en ständigt utvecklande bransch.  Vi ser gärna att du har erfarenhet av personlig försäljning och några års arbetslivserfarenhet.  Bilersättning utgår för egen bil med statlig milersättning",NORRKÖPING,No,,Heltid
"Vallatorpsskolan  Vallatorpsskolan är en kommunal F- 9 skola med knappt 500 elever, belägen i Täby.Skolans 6-9 del byggdes 2001 och har moderna ändamålsenliga lokaler.   Vi söker  LÄRARE svenska  / spanska skolår 6-9  Deltid, 85%.Vikariat läsåret 2006-2007, med tillträde 14 augusti 2006.   Lön:  Månadslön enligt överenskommelse.Din ansökan vill vi ha senast 7 aug.2006.rektor Britt-Marie Brottman-Adamsson   Sista ansökningsdag 7/8 2006.",TÄBY,No,,Deltid
"3 platser Kristinaskolan i Täby söker assistenter.3 tjänster heltid alternativt deltid, visstid.Tillträde 14 augusti.Vi ser gärna manliga sökande eftersom vi är flest kvinnlig personal.Tjänsten som assistent är lämplig att kombinera med uppdrag hos oss i skolan inom musiken om Du spelar ett eller fler instrument och/eller sjunger professionellt tex som ledare för vår kör.   Krsitinaskolan vänder sig till barn med högfungerande autismspektrumstörning, ADHD,  tal/språkstörning  och relaterade kommunikationshinder i skolår F tom 9.   Vi arbetar i team i små klasser.Som barnskötare, assistent ingår Du i ett arbetsteam.    Varje barn har en skräddarsydd pedagogik.Vi arbetar med tydliggörande struktur och  kombinationer med olika pedagogiska metoder som tex KBT och ABA.   Vi har ett gediget kompetens-utvecklingsprogram.Friskvård sker med subvention.Tidigare erfarenhet av arbete med autismspektrumstörning eller liknande funktionshinder som ex ADHD, Asberger är en merit men inte ett krav.Det är viktigt att Du har en lämplig personlig läggning, intresse, glädje och humor och en vilja att lära.Om Du har ett specialintresse är vi intresserade att veta mer om det.Musikalisk kunskap är en klar merit.Vill Du veta mer?   Välkommen med Din ansökan till Kristinaskolan, Box 2021, 183 02 Täby eller till e-postadress enligt ovan.Helst den 18 juli 2006 vill vi ha din ansökan med meritförteckning och uppgift om referenspersoner",TÄBY,No,,Heltid
"Täby kommun, Social Omsorg, LSS egen regi söker

1. Resultatenhetschef till daglig verksamhet i projektform snarast - -2007-12-31.

2. Resultatenhetschef  till serviceboende och enskilt boende med stöd av personlig assistans. Vikariat 2006-09-01-2007-08-31.

 
Vi moderniserar den dagliga verksamheten inom kommunens egen regi. 
Arbetet har i processform bedrivits och lett fram till två huvudriktningar, stimulanslinje och arbetslinje. Vi söker nu chef till stimulanslinjen i projektform . 
  
Vi behöver även en resultatenhetschef för boendeenheter på grund av partiella tjänstledigheter. 

Är du den vi söker?

Du har högskoleutbildning, socionom inom social omsorg eller likvärdig utbildning eller erfarenhet inom arbetet med funktionshindrade.  
Du är en person med gott och realistiskt självförtroende med insikt i egna styrkor och svagheter.
Du ""vågar se din personal"" och vågar hantera konflikter.
Du söker samarbete och kompromisser där så är möjligt.
Du är ett föredöme för medarbetarna med en bra balans mellan arbete och fritid.
Du är målinriktad - har lätt att skifta perspektiv -  är strategisk och sätter upp mål för dig själv, dina medarbetare och egna verksamheten.
Du är omvärldsorienterad.
Du följer upp dina medarbetare, verksamheten och Täbybornas önskemål och använder dig av nyckeltal för att kunna jämföra med andra.",TÄBY,No,,Heltid
"Vi söker en person som skall arbeta med att utrusta nybilar med dragkrokar motorvärmare etc. Köra bilar till bilprovning etc.

Denna person kan gärna vara en som får en praktikplats hos oss.

Vi tror att Du är mellan 18-55 år.",,No,,Heltid
"Vi söker personal till våra matsalar samt bar. Arbetet innebär både kvällar, helger samt dagtid. Vi tar emot konferensgäster, fester, bröllop mm. Vi ser gärna att du har minst 5 års erfarenhet samt är väldigt intresserad av mat och vin i kombination.",TÄBY,No,,Heltid
Vi  serverar frukost alla dagar i veckan och lägger stor vikt på att hålla en hög standard. Vi har tävlat i Arlas frukosttävling och kom på en andra plats.  Vi ser gärna att du är morgonpigg och har en känsla för matlagning och ordning och reda.,TÄBY,No,,Heltid
"The Body Shop är ett värderingsbaserat detaljhandelsföretag som säljer hud- och hårvårdsprodukter samt kosmetika.Kännetecknande för företaget är att man arbetar både med försäljning och etik.Produkterna är framtagna utifrån miljöhänsyn och respekt för bevarandet av andra kulturer, Community Trade.Företaget arbetar aktivt för att få stopp på djurtester inom kosmetikaindustrin.Alla anställda inom företaget har kunskap i och är bärare av The Body Shops filosofi.Till vår butik i Täby söker vi en engagerad säljare för en  tillsvidare anställning på deltid, 42%.Tillträdesdatum är den 28  augusti.Som säljare på The Body Shop är en av dina viktigaste uppgifter att hjälpa våra kunder i butiken.Intresse för försäljning och make-up är avgörande och vi letar efter en person som har förmågan att bidra till butikens fortsatta utveckling.Har du  utbildning och/eller erfarenhet av make-up är det en merit.   Vi ser fram emot din ansökan och hoppas få välkomna dig till en spännande framtid hos oss.",Stockholm,No,,Deltid
"Personliga assistenter till 6-åriga tvillingar med autism.    Vi behöver nu komplettera vår assistentgrupp med en till medarbetare för att stötta modern i vården och träningen av barnen i hemmet.   Du är självgående och företagsam och har ett genuint intresse av att påverka barnens träning och anpassning i samhället.  Du är rökfri och inte allergisk mot pälsdjur.  Arbetstiderna är fördelade mellan morgnar, kvällar och helger.  Du arbetar oftast kortare pass, såsom 2-5 timmar, längre på helger, så det är bra om du bor i närheten av Täby-Täby kyrkby.  Du arbetar i snitt 12 timmar per vecka, så du kanske har ett annat arbete  och vill ha fler timmar,  eller du kanske studerar.",ENEBYBERG,No,,Deltid
Magdalenas pedagogtjänster förmedlar vikariat och tjänster inom skola och barnomsorg i Stockholm och Mälardalsregionen. Företaget har över 20 års erfarenhet av att matcha rätt personal till rätt uppdragsgivare.   På uppdrag av en liten trevlig skolan strax norr om Stockholm söker vi till höstterminen en behörig lärare för undervisning i matematik och naturvetenskap i år 6-9. Eleverna är normalbegåvade men har särskilda behov. Skolan har utvecklat en egen pedagogisk modell som man arbetar efter. Sammanlagt 10 elever med grupper på 4-5 elever åt gången. Du kommer att ingå i en välfungerande arbetsgrupp tillsammans med specialpedagog och förskollärare.   Välkommen med din ansökan inklusive referenser senast den 20/8.,Uppsala,No,,Deltid
Vi söker frisör till vår dam- och herrsalong. Vi utför alla behandlingar. Vi önskar att Du är positiv och serviceinriktad.,,No,,Heltid/Deltid
"Assistansia AB arbetar med Personlig assistans för funktionshindrade. Hos Assistansia får kunden själv bestämma hur assistansen ska utformas oavsett det gäller valfrihet, ekonomi, juridisk hjälp, närhet, trygghet eller service. Vår målsättning är alltid densamma - Personlig assistans när den är som bäst. Assistansia grundades 2000 och har för närvarande över 1800 anställda. Huvudkontoret finns i Örebro.   Respekt är ett nyckelord som vi vill ska genomsyra ditt sätt att arbeta och ditt sätt att se på yrket som personlig assistent.  Vi söker nu en personlig assistent att arbeta hos en pigg och glad, 7-årig tjej i Täby. Hon behöver hjälp med det mesta i sin vardag så som förflyttningar, matsituationen och hygien. Du skall också gilla att delta i lek och stimulans. Arbetet kommer främst att vara förlagt i flickans hemmamiljö efter hennes dag på förskola, samt på helgerna, ca 10 timmar/vecka.  Du som söker ska vara en person som tycker att arbete med människor är stimulerande. Du skall se till individen och kunna utvecklas tillsammans med flickan. Vi ser gärna sökande som är pigga på livet. Önskvärt är att du är bosatt i Täby med omnejd.   Vårt uppdrag utgår från kunden och hennes behov och vi vill kunna ge bästa möjliga trygghet och frihet. Vi vill att du delar vårt synsätt och att detta är ett yrke som du är stolt över att utföra.   OBS! Assistansia AB har annonser ute för tjänster som personlig assistent över hela landet. Vänligen ange referens ""TÄBY/SG"" i din ansökan, så kan den behandlas på bästa sätt. Vi är mycket glada över det stora intresse som finns för våra lediga tjänster. Dock innebär detta att vi helst besvarar dina eventuella frågor via den e-postadress som anges i annonsen. Har du ej tillgång till e-post kan du självklart ringa oss, men du får då vara beredd på viss väntetid.  De ansökningshandlingar som inkommer läses av personal på Assistansia AB samt av kunden/anhöriga.",ÖREBRO,No,,Deltid
"Näsbyparks rektorsområde består av Näsbyparksskolan med år 4-9, Norskolan och Slottsparksskolan med år F-3 samt Näsbyviks resursskola.Vi arbetar i arbetslag och skolorna samarbetar för att ha en helhetssyn för år F-9.Totala elevantalet är ca 770 i området.   Vi söker BEHÖRIG LÄRARE år 4-9 i Svenska/Engelska under läsåret 2006/2007 med möjlighet till förlängning.Tjänsten omfattar full tid och är förlagd till år 4-9 i Näsbyparksskolan.Mentorskap kan ingå i tjänsten.   Tillträde snarast.   ",TÄBY,No,,Heltid
"Täby församling som ligger norr om Stockholm är med sina ca 46.000 medlemmar landets största.I församlingen arbetar drygt 100 personer och församlingen är indelad i fem distrikt.De administrativa funktionerna är koncentrerade till Tibble församlingsbyggnad som ligger i Täby centrum med närhet till kommunikationer.Nu söker vi en ny medarbetare  Vik ORGANIST, 70%, med placering huvudsakligen i Täby kyrkas distrikt.Vikariatet avser tiden snarast - 6 augusti 2007 eventuellt längre.Vi söker Dig som vill arbeta med körsångare i gudstjänst och konsertverksamhet.I tjänsten ingår att leda Täby Kyrkokör, en barnkör samt att på resterande tid spela på förrättningar och gudstjänster.Du ingår också i ett distriktsarbetslag som består av präster, organister, vaktmästare, husmor och förskolläare.Vi förutsätter  - att Du ser musiken som ett betydelsefullt inslag i gudstjänsten - att Du vill planera gudstjänster och konserter i samråd med övriga medarbetare - att Du är positivt inställd till att arbeta med förnyande av gudstjänster och liturgi.Lämplig utbildning för tjänsten är högre kyrkomusikalisk utbildning eller utbildning som bedöms likvärdig.Vi räknar med att Du som söker är medlem i Svenska kyrkan och är positiv till kyrkans verksamhet och arbetsformer.Välkommen med Din ansökan ställd till Täby församlings personalnämnd, Box 208, 183 23 TÄBY senast den 15 september 2006.",TÄBY,No,,Deltid
"Social omsorg LSS-enheten   söker  LSS-HANDLÄGGARE tidsbegränsad anställning, 2006-09-18  -  2006-12-31, 75 % alt 100 %  Vi söker en vikarie till LSS-enheten som består av sex handläggare och en enhets¬chef.Dina arbetsuppgifter kommer att bestå av att utreda och fatta beslut enligt dele¬gation samt följa upp ärenden enligt Lagen om stöd och service till vissa funktions¬hindrade, LSS.I arbetet ingår även rekrytering av kontaktpersoner och till viss del uppföljning och tillsyn av enskild verksamhet.Önskvärda kvalifikationer: Socionomexamen.Erfarenhet av utredningsarbete och från verksamhets¬området.Arbetet kräver förmåga att kunna arbeta självständigt och ta egna initiativ.Vi ser vidare att du har god samarbetsförmåga och värnar om ett gott bemötande av andra människor.Körkort önskvärt för att kunna genomföra resor i tjänsten.   Täby kommun Social omsorg LSS-enheten 183 80 Täby",TÄBY,No,,Deltid
"Academic Work är bemannings- och rekryteringsföretaget för studenter och unga akademiker. Vi är idag Sveriges största arbetsgivare för studenter och har ungefär 1 600 konsulter ute på uppdrag varje månad. Vi verkar för att företag skall erbjudas en kanal för att kunna säkra sin kompetenstillförsel på såväl kort som lång sikt samtidigt som studenter och unga akademiker skaffar sig värdefulla meriter och kontakter inför framtiden. Vår mission är att skapa möjlighet för studenter att få arbetslivserfarenhet vid sidan av sina studier samt hjälpa dem till ett fast jobb. Vi jobbar inom de flesta branscher och med många av Sveriges största företag såväl som med mindre organisationer. Academic Work är idag ett av Sveriges största bemanningsföretag med cirka 100 personer sysselsatta internt. Vi har kontor i Stockholm, Göteborg, Malmö och Linköping och uppdrag över hela Sverige. Välkommen till framtiden!  Vill du ha ett flexibelt och roligt extrajobb? För hösten söker vi produktutdelare för uppdrag i StorStockholm!   Som produktutdelare kommer du vara kundens förlängda arm gentemot målgruppen. Du kommer att arbeta i team med en teamledare som stöd. Din främsta uppgift består av att sprida information om det aktuella företaget genom att dela ut en produkt i just din region. Arbetet kommer främst att ske utomhus. Vad du delar ut kan variera, men exempel på detta kan vara reklampaket, smakprover, flyers m.m. Du kommer att ingå i vår utdelningspool, och kommer då att fungera som utdelare för flera olika företag.  Vi söker främst personal som har möjlighet att börja kl. 06.00 på morgonen och arbeta 3-4 tim/pass. För dig som ej har möjlighet att arbeta förmiddag, kommer det även finnas möjlighet att arbeta eftermiddag. Denna arbetstid är dock i nuläget ej fastställd.   Du bör kunna arbeta cirka 15 tim/vecka. För den som vill arbeta fler timmar kommer det finnas möjlighet att utöka antalet arbetspass. Fördelaktigt är om du har minst en termin kvar på studierna.   Som person är du social, ansvarsfull och punktlig. Det är viktigt att du trivs med att ta kontakt med främmande människor som kan tänkas tillhöra målgruppen för produktutdelningen.   Start: sept/okt Omfattning: ca 15 tim/vecka Arbetstid: morgon- eller eftermiddagspass  Lön:  76 kr/tim (85,5 kr/tim inkl. semesterersättning) för dig som är född efter 1982.04.30.   89,95 kr/tim (101,2 kr/tim inkl. semesterersättning) för dig som är född innan 1982.04.30.  Vänligen ange i din ansökan om du ej har möjlighet att arbeta morgonpass. Bifoga CV och/eller ett brev om dig själv!",STOCKHOLM,No,,Deltid
"Handikapp & Habilitering, Habiliteringscenter Täby för ungdomar och vuxna  Stockholms läns sjukvårdsområde Handikapp & Habilitering  Arbetsplats: Habiliteringscenter Täby för undomar och vuxna  På Täby Habiliteringscenter arbetar vi med att ge råd, stöd och behandling till  ungdomar och vuxna med funktionshinder.Det kan vara personer med  utvecklingsstörning, autism, autismliknande tillstånd, begåvningshandikapp  efter hjärnskada i vuxen ålder eller andra varaktiga funktionshinder.Vi som arbetar på habiliteringscentret är arbetsterapeuter, sjukgymnaster,  kuratorer, psykologer, logopeder, assistent och chef.Vi arbetar i team där  brukarens behov styr våra samlade insatser.Som logoped arbetar du bl a med  utredningar, AKK, ät- och sväljproblematik, kunskapsöverföring och konsultation  till brukarens nätverk.Vi söker dig som är legitimerad logoped.Det är en fördel om du har tidigare  erfarenhet från området och du bör vara intresserad av teamarbete.Stor vikt  läggs vid personlig lämplighet och samarbetsförmåga.Arbetet är en tillsvidareanställning på heltid med tillträde snarast.Vi  tillämpar flextid.Friskvårdstimme på arbetstid och ersättning för  friskvårdsaktivitet utgår.Lön: Individuell lönesättning.Täby Habiliteringscenter ligger i närheten av Roslagsbanans station  ""Galoppfältet"".Välkommen med din ansökan märkt med ref nr Hab 248/06 senast den 22 september  2006 ställd till Habiliteringscenter Täby för ungdomar och vuxna , Kemistvägen  2, 2tr, 183 79  Täby.",--,No,,Heltid/Deltid
"Vi söker en erfaren mekaniker med ett självklart intresse för bilar. Du ska ha ett logiskt och tekniskt tänkande,gärna bilelektrisk utbildning och kunna arbeta under stress. Att kunna förstå och tala svenska är ett måste. Tillträde omgående eller enl ök.",TÄBY,No,,Heltid
"Arbetsuppgifter

Du skall kunna laga mat, skriva veckomenyer. Vi serverar i huvudsak husmanskost och Du måste kunna behärska detta väl. Vidare skall Du vara ansvarig för inventarierna samt matvarorna. Du som söker måste kunna arbeta självständigt och ta egna initiativ. Då det handlar om lunchservering krävs att Du är alert och har en hög stresströskel. 



Utbildning/Erfarenhet

Du som söker måste kunna visa intyg på svensk kockutbildning. Du måste också kunna lämna referenser från tidigare anställning. Du skall även kunna behärska god svenska skriftligt och muntligt.

Välkommen med Din ansökan!",,No,,Heltid
"Vi kan erbjuda rätt person ett utvecklande och roligt arbete på vår marknadsavdelning.  Du skall vara kreativ och initiativrik, tycka om att lära Dig nya saker och ha lätt för att kommunicera med andra människor.   Du måste vara representativ då Du kommer att ha direkt kontakt med våra kunder, partners och leverantörer.  Du måste kunna tala engelska och helst också kunna skriva brev.  Du får gärna vara yngre så att Du kan växa tillsammans med oss. Körkort är ett krav och har Du tillgång till egen bil så är det en fördel men inget krav.  I vår grupp arbetar vid med affärsutveckling, IT och kvalitetssäkring.",Stocksund,No,,Heltid
"Restaurang Tegelbruket i Täby är en restaurang med höga ambitioner.Vi serverar vällagad mat med spännande och högklassig råvaror.Matsalen har ca 200 sittplatser och i baren ca 60 platser.Vår bar och matsal ligger i anslutning till Täby Centrum.Vi söker nu kockar med goda erfarenheter.Vi söker dig som har ett genuint intresse för mat.Du bör ha fem års yrkeserfarenhet av lunch samt a la carte samt kunna arbeta självständigt.För oss är det viktigt att du är serviceinriktad, ansvarstagande, ambitiös, stresstålig och har ett gott ordningssinne.Vi erbjuder dig en trivsam arbetsmiljö med trevliga  arbetskamrater.Tjänsten omfattar heltid med tillträde snarast möjligt.Schemalagd arbetstid med kvällar och helger.Vi söker även extra  helger och kvällar.   ",TÄBY,No,,Heltid
"Social omsorg Aspergerverksamheten  söker  ARBETSHANDLEDARE Tre platser, varav en heltid 40/40, två deltid 30/40 dagtid, tillsvidare, daglig verksamhet  Täby kommun startar under hösten en daglig verksamhet för vuxna personer med Aspergers syndrom.Verksamheten är en insats enligt lagen om stöd och service till vissa funktionshindrade (LSS).Målet är att arbetsträna för att på sikt kunna komma ut på den öppna arbetsmarknaden med stöd av arbetshandledare.Verksamheten ska därför erbjuda arbetsträning som är individuellt anpassad.Verksamheten bygger på att personen (arbetstagaren) förbereds för ett arbete med stöd utifrån vad som framkommit vid upprättandet av den individuella arbetsplanen.Arbetsplanen indelas i tre faser.Fas ett handlar om att lära känna arbetstagaren, fas två att träna arbetsuppgifter som ingår i det valda yrket enligt arbetstagarens önskemål och fas tre att med stöd av handledare arbeta på en arbetsplats för det valda yrket.Arbetshandledaren ska, när behov uppstår, förbereda arbetsplatsen, tolka arbetssituationer för arbetstagaren och bygga upp en strukturerad miljö som kan ge arbetstagaren trygghet att vistas där.Arbetshandledarna får tillgång till pedagogisk handledning (metodhandledning).   Kvalifikationer: Du är utbildad inom området t ex vårdlinjen, omsorgslinjen eller likvärdigt.Du har god kunskap om Aspergers syndrom och förståelse för handikappet.Du har genomgått utbildning i och/eller har erfarenhet av arbete med TEAACH.Du har dokumenterad erfarenhet av arbete med målgruppen.Du har förmåga att ta både ett individinriktat perspektiv och ett autismperspektiv i alla insatser som ges på arbetsplatsen.Du är van att arbeta med planering, utvärdering och dokumentation.Du är van att samarbeta med kollegor och för individen och situationen andra viktiga och berörda personer.Du har B-körkort.   Varaktighet: En 40/40-tjänst omgående och tills vidare.Två 30/40-tjänster omgående och tills vidare.Inom Täby kommun tillämpas provanställning.",TÄBY,No,,Heltid/Deltid
"ABC Skoltröjor AB är det ledande företaget inom försäljning av studentmössor till Sveriges gymnasieskolor. Vi är ett relativt ungt företag med en urstark tillväxt och en stor tilltro till våran produkt och vår marknad. I vårt företag har vi alltid ett starkt fokus på kvalite och service.   Nu söker vi förstärkning till våran kundtjänst efter ett år av stark tillväxt. Arbetsuppgifterna består främst av att hantera inkommande e-post och telefonsamtal från våra kunder.   Vi söker dig som är fokuserad, snabb och älskar ett högt arbetstempo. Du har lätt att hantera alla typer av människor och har enkelt att föra dig, både i tal och skrift.  Vi utbildar dig internt för uppdraget så du behöver ingen tidigare erfarenhet, även om vi gärna ser referenser av kundnära arbete som ett plus!  Vi ser fram emot att höra ifrån dig!",Täby,No,,Heltid
"Enigma Omsorg AB bedriver omsorgsverksamhet för barn och ungdomar/vuxna med svårigheter inom autismspektrat med lokalkontor beläget i Täby. Företaget satsar på utbildning och bedriver egen utbildningsverksamhet inom området neuropsykiatriska funktionshinder genom Enigma Education AB   Vi söker en assistent till vårt lokalkontor  Du kommer att ha mycket breda arbetsuppgifter som omfattar alltifrån att svara i telefon, ta emot besökare, posthantering, assistera och ge support till kunder, ansvara för beställning av kontorsmaterial mm till att uppdatera kundsystem samt assistera medarbetare vid behov. På denna centrala plats kommer du att vara företagets viktiga ansikte utåt! Att ta hand om inkommande samtal och besökare på ett professionellt och trevligt sätt blir en viktig uppgift. Givetvis ser du också till att det ser snyggt och trevligt ut på vårt kontor.   Krav/ Bakgrund:  Gymnasiekompetens.  Du ska kunna uttrycka dig väl i både tal och skrift.  Du har mycket god datavana. Framförallt i Officepaketet.  God socialkompetens.  Profil:   Glad, positiv och ha glimten i ögat.  Serviceinriktad, flexibel och prestigelös  Strukturerad, noggrann och bra på att prioritera  God organisatorisk förmåga  Tycka om att arbeta självständigt Vi lägger stor vikt vid personlig lämplighet",TÄBY,No,,Heltid
"Vi står för produkt och säljutbildning. I och med det behöver du inte ha någon tidigare erfarenhet, Din bakgrund spelar mindre roll, det vi däremot uppskattar är om du har lätt till ett skratt och gillar utmaningar.  Är du en person som vill utvecklas och kanske så småningom driva ett eget kontor då är du rätt person för oss.  Du kommer att jobba från hemort med en fem mils radie där du åker ut på redan förbokade besök. Produkten du kommer att sälja heter Sentria och är den ende i sitt slag på marknaden. Den kan göra över 30 olika moment , byggas om till tio maskiner och den är inte större än att den ryms på ett A4 papper.  För rätt personer erbjuder vi en snabb karriärsutveckling inom företaget då vi behöver kontorspersonal, rekryterare, utbildningsledare, Controller och Servicemän till ytterligare fyra nya kontor.  Som säljare hos oss har du en provision på 4000:- Säljer du 5 maskiner ger det 20000:- i provision Säljer du 10 maskiner ger det 40000:- i provision  Vi söker dig som kan helst börja OMGÅENDE och har BIL & KK  På grund av tidsbrist besvarar vi inga frågor om jobbet per telefon, men är du däremot intresserad är du välkommen att ringa eller skicka ett mail för bokning av en personlig intervju.",Norsborg,No,,Heltid
